time,id,boll_num,money,first,second
4/17/2012,2012044,06  09  10  14  22  25  03,356462184,7  (蒙 滇 陕),123
4/15/2012,2012043,02  09  11  21  26  33  03,394668460,14  (冀 辽 黑 沪..),152
4/12/2012,2012042,05  06  11  19  24  28  16,353943408,8  (京 浙 赣 鄂..),225
4/5/2012,2012039,01  02  05  13  22  29  08,343264490,5  (皖 闽 粤 陕..),68
4/3/2012,2012038,09  10  11  15  19  33  16,323004056,4  (津 赣 鲁 粤),102
4/1/2012,2012037,05  14  19  24  28  33  09,393044730,4  (沪 鲁 粤 川),165
3/29/2012,2012036,02  11  13  18  19  26  09,360667728,12  (苏 浙 皖 赣..),110
3/27/2012,2012035,09  11  12  21  24  26  05,358931126,16  (冀 苏 浙 闽..),132
3/25/2012,2012034,02  03  08  23  32  33  16,399671360,5  (黑 苏 浙 湘..),140
3/22/2012,2012033,02  03  15  16  17  27  04,367684820,15  (京 冀 辽 黑..),388
3/20/2012,2012032,01  02  10  17  22  24  04,364723646,2  (辽 滇),50
3/18/2012,2012031,04  16  22  24  27  31  03,405489418,4  (苏 豫 鄂 陕),108
3/15/2012,2012030,09  10  17  18  21  31  08,360021696,9  (津 蒙 浙 粤..),133
3/13/2012,2012029,04  07  15  25  26  28  03,363574384,4  (鲁 豫 粤 贵),135
3/11/2012,2012028,10  15  20  21  28  30  11,408320996,6  (吉 沪 浙 豫..),142
3/8/2012,2012027,04  16  22  25  30  31  12,367033234,1  (浙),72
3/6/2012,2012026,03  07  09  15  24  25  16,364748574,2  (黑 粤),107
3/4/2012,2012025,03  08  09  17  25  27  06,403316356,12  (京 晋 辽 黑..),226
3/1/2012,2012024,04  12  19  21  25  28  13,364173592,24  (晋 蒙 辽 黑..),289
2/28/2012,2012023,05  09  15  23  24  33  02,365582932,9  (京 蒙 浙 赣..),216
2/26/2012,2012022,04  08  12  24  26  27  04,397040802,7  (黑 苏 赣 鲁..),180
2/19/2012,2012019,07  14  18  20  22  30  16,400412500,7  (黑 浙 赣 鲁..),130
2/16/2012,2012018,03  05  06  22  26  32  15,361743346,4  (京 冀 辽 深圳),78
2/14/2012,2012017,06  09  14  19  25  28  10,360962760,26  (京 辽 沪 浙..),237
2/12/2012,2012016,02  05  12  17  22  25  08,391806944,16  (京 津 黑 苏..),278
2/9/2012,2012015,01  03  06  10  21  23  15,344966404,3  (冀 沪 鲁),77
2/7/2012,2012014,01  02  05  16  28  30  12,332394836,59  (冀 苏 鲁 鄂..),112
2/5/2012,2012013,06  08  24  29  30  32  13,382213084,10  (冀 苏 鲁 鄂..),164
2/2/2012,2012012,15  17  18  20  23  27  01,330682334,2  (滇 青),75
1/31/2012,2012011,04  14  15  16  20  26  05,322471622,15  (京 辽 沪 苏..),212
1/29/2012,2012010,01  03  13  19  25  26  10,350707306,4  (辽 苏 皖 粤),112
1/19/2012,2012009,04  16  24  26  27  33  11,371864904,7  (蒙 吉 苏 粤..),76
1/17/2012,2012008,01  12  20  23  24  29  08,349794196,5  (京 浙 深圳 新),108
1/15/2012,2012007,10  17  19  27  28  32  04,386798560,5  (辽 浙 赣 川..),88
1/12/2012,2012006,02  22  25  29  32  33  08,365269490,17  (沪 苏 闽 鲁..),127
1/10/2012,2012005,07  09  18  27  31  33  06,373157878,7  (冀 沪 赣 鲁..),102
1/8/2012,2012004,01  05  10  11  21  23  16,422246096,4  (京 辽 苏 赣),153
1/5/2012,2012003,03  06  08  24  29  31  09,376556854,26  (京 冀 蒙 黑..),165
1/3/2012,2012002,02  03  07  09  10  32  13,369663804,17  (冀 辽 苏 皖..),101
12/27/2011,2011152,04  10  11  12  21  26  13,394544922,7  (京 苏 皖 湘..),285
12/25/2011,2011151,07  11  16  19  31  33  10,428101842,6  (冀 沪 浙 闽..),190
12/22/2011,2011150,08  10  12  15  22  27  13,385439474,8  (京 辽 沪 鄂..),215
12/20/2011,2011149,04  05  06  07  23  31  16,365612730,1  (津),225
12/18/2011,2011148,05  14  22  23  25  26  14,403588782,6  (冀 辽 浙 皖..),105
12/15/2011,2011147,04  08  12  17  18  30  10,369715120,16  (京 冀 苏 赣..),275
12/13/2011,2011146,11  23  26  28  32  33  10,367466864,5  (沪 苏 浙 鲁..),163
12/11/2011,2011145,02  04  14  15  26  30  04,399835362,11  (辽 苏 浙 闽..),249
12/8/2011,2011144,01  02  09  10  16  24  03,365097322,7  (冀 沪 鲁 豫..),78
12/6/2011,2011143,07  08  12  14  15  30  16,359074808,4  (蒙 湘 粤),90
12/4/2011,2011142,12  15  16  26  29  31  02,395266644,3  (沪 浙 滇),83
12/1/2011,2011141,02  04  06  19  24  29  11,353185652,9  (晋 沪 苏 赣..),192
11/29/2011,2011140,04  18  20  22  27  29  06,349582200,5  (冀 苏 浙 川),53
11/27/2011,2011139,08  20  24  27  30  31  03,387797344,6  (冀 辽 浙 桂..),72
11/24/2011,2011138,01  05  15  24  28  32  07,348154674,7  (辽 浙 豫 湘..),252
11/22/2011,2011137,02  11  18  23  30  33  13,340607254,5  (黑 浙 湘 桂),128
11/20/2011,2011136,02  04  06  20  22  31  07,375968636,4  (津 蒙 浙 深圳),86
11/17/2011,2011135,12  13  17  20  25  26  12,335103670,3  (苏 湘 粤),62
11/10/2011,2011132,02  05  12  13  25  33  07,340242582,10  (冀 苏 粤 滇),138
11/8/2011,2011131,02  07  09  17  21  25  01,329212830,5  (沪 鲁 陕 宁),131
11/6/2011,2011130,07  14  18  23  25  32  15,368707538,3  (冀 辽 粤),86
11/3/2011,2011129,07  10  11  21  23  26  06,336342794,8  (沪 苏 浙 赣..),120
11/1/2011,2011128,09  11  14  17  19  23  12,330310278,7  (辽 皖 闽 鄂..),109
10/30/2011,2011127,16  19  22  23  27  29  11,366718126,8  (冀 蒙 沪 皖..),93
10/27/2011,2011126,03  07  13  18  23  26  16,329809254,2  (沪 深圳),198
10/25/2011,2011125,03  10  15  24  27  32  08,322501850,10  (京 蒙 辽 浙..),117
10/23/2011,2011124,09  18  19  26  31  32  16,356985192,7  (辽 苏 浙 赣..),123
10/20/2011,2011123,01  04  05  14  19  28  16,329433846,3  (辽 鲁 新),155
10/18/2011,2011122,10  12  18  26  27  31  03,307852112,7  (京 浙 皖 鄂..),142
10/16/2011,2011121,04  14  22  25  32  33  02,342602202,2  (津 川),39
10/13/2011,2011120,04  14  17  28  30  33  07,307300204,11  (沪 浙 皖 闽..),107
10/11/2011,2011119,09  12  14  19  28  32  01,310270074,3  (冀 黑 鲁),81
10/9/2011,2011118,05  06  11  14  20  21  10,346558714,6  (冀 沪 浙 鲁..),163
10/6/2011,2011117,08  10  19  26  28  30  04,284670324,3  (黑 鲁 鄂),180
10/4/2011,2011116,01  07  11  12  17  27  05,270660014,20  (晋 辽 吉 沪..),135
10/2/2011,2011115,07  08  09  12  17  33  16,306169962,2  (晋 粤),123
9/25/2011,2011112,03  05  16  18  23  24  15,335373070,4  (苏 豫 粤 琼),194
9/22/2011,2011111,01  03  05  20  25  27  04,301379048,5  (沪 闽 豫 湘..),76
9/20/2011,2011110,12  14  21  26  28  33  12,291747572,1  (桂),46
9/18/2011,2011109,01  03  09  15  16  33  15,319837948,5  (辽 浙 鄂 深圳),92
9/15/2011,2011108,02  17  22  26  29  33  10,282794584,4  (辽 鲁 陕),72
9/13/2011,2011107,04  09  16  17  22  29  15,287460888,36  (京 辽 苏 浙..),428
9/11/2011,2011106,02  11  12  14  24  32  14,313930786,5  (冀 苏 赣 深圳),118
9/8/2011,2011105,04  06  23  25  27  28  01,292666602,6  (黑 鲁 粤),163
9/6/2011,2011104,09  10  16  20  25  29  09,300386562,24  (京 沪 苏 闽..),193
9/4/2011,2011103,04  05  10  13  15  16  12,334043508,8  (黑 浙 闽 鲁..),77
9/1/2011,2011102,01  05  13  21  27  31  11,303886824,12  (津 冀 蒙 辽..),116
8/30/2011,2011101,06  10  19  23  29  31  06,295906364,5  (津 苏 闽 粤),100
8/28/2011,2011100,07  11  21  23  31  32  05,323046340,5  (晋 浙 皖 鲁),138
8/25/2011,2011099,10  12  13  21  26  27  14,287051218,3  (京 辽 黑),61
8/23/2011,2011098,03  07  20  21  22  32  05,283485974,2  (鲁 宁),51
8/21/2011,2011097,09  17  19  20  21  26  16,323418670,19  (京 苏 浙 桂),108
8/18/2011,2011096,01  04  07  13  14  19  15,288032952,4  (沪 苏 湘 陕),106
8/16/2011,2011095,03  07  08  10  23  24  05,293229282,19  (辽 浙 皖 粤..),126
8/9/2011,2011092,05  10  17  26  31  32  04,296160020,4  (辽 豫 湘 川),107
8/7/2011,2011091,09  15  21  23  28  30  03,330377834,4  (豫 鄂 粤 桂),81
8/4/2011,2011090,02  05  14  18  21  25  16,302158754,2  (浙 甘),76
8/2/2011,2011089,01  02  11  24  29  30  12,299010020,11  (冀 吉 黑 浙..),96
7/31/2011,2011088,03  09  17  20  21  29  04,327675114,8  (浙 鲁 渝),154
7/28/2011,2011087,02  03  04  05  18  28  01,296896504,10  (京 沪 闽 鄂..),119
7/26/2011,2011086,06  07  09  12  17  24  09,334074814,113  (浙 皖 闽 粤),110
7/24/2011,2011085,03  06  11  21  24  31  10,371696466,10  (黑 沪 鲁 粤..),221
7/21/2011,2011084,09  10  12  16  18  32  15,348473896,5  (豫 鄂 湘 粤..),68
7/19/2011,2011083,07  16  18  24  28  29  06,346077740,7  (赣 豫 粤 川..),95
7/17/2011,2011082,07  16  17  20  25  26  04,388800864,16  (冀 蒙 吉 浙..),179
7/14/2011,2011081,06  14  19  23  25  32  12,347690264,4  (京 皖 琼 甘),128
7/12/2011,2011080,02  07  09  25  31  32  09,348447154,10  (京 黑 浙 粤),77
7/10/2011,2011079,03  14  15  16  24  29  05,391447400,5  (闽 鲁 鄂 粤),81
7/7/2011,2011078,03  05  13  20  22  29  09,365761038,13  (京 黑 苏 皖..),101
7/5/2011,2011077,01  07  08  15  26  29  10,366916974,10  (京 冀 晋 辽..),131
7/3/2011,2011076,06  19  21  26  32  33  13,382839880,1  (粤),96
6/30/2011,2011075,07  09  10  12  31  32  13,343341640,2  (沪 苏),64
6/23/2011,2011072,01  06  10  11  18  27  12,313897806,6  (京 吉 沪 鲁..),107
6/21/2011,2011071,01  02  15  22  28  30  02,310534104,3  (沪 浙 渝),57
6/19/2011,2011070,01  03  05  12  21  28  12,342264942,7  (津 辽 吉 鲁..),219
6/16/2011,2011069,02  13  16  18  24  30  12,308628372,5  (晋 蒙 赣 渝..),105
6/14/2011,2011068,03  07  10  15  19  24  10,296012586,6  (浙 鄂 湘 陕),148
6/12/2011,2011067,17  19  20  24  25  27  12,321776484,3  (沪 浙 豫),69
6/9/2011,2011066,04  06  14  17  30  32  12,284641290,3  (京 苏 鄂),52
6/7/2011,2011065,04  16  23  25  27  29  03,276483886,1  (粤),59
6/5/2011,2011064,03  06  07  29  30  33  02,308305132,6  (冀 晋 豫 粤..),117
6/2/2011,2011063,04  06  13  15  18  19  05,286784814,7  (苏 鲁 粤 深圳..),60
5/31/2011,2011062,04  08  09  10  29  30  03,292576106,12  (京 吉 苏 浙..),162
5/29/2011,2011061,02  03  08  13  19  21  03,329490066,20  (辽 吉 沪 苏..),116
5/26/2011,2011060,10  11  13  21  27  31  01,294946664,4  (闽 川 贵 新),81
5/24/2011,2011059,24  26  27  29  31  33  16,297661236,6  (湘 粤),92
5/22/2011,2011058,07  18  22  30  32  33  06,321880622,8  (晋 苏 浙 闽..),83
5/19/2011,2011057,04  06  20  21  26  33  02,293874448,2  (冀 苏),57
5/17/2011,2011056,13  16  19  20  23  25  10,294519332,6  (黑 深圳 渝 陕),59
5/15/2011,2011055,08  13  16  17  29  32  16,323409932,4  (黑 皖 湘),95
5/8/2011,2011052,04  05  08  19  27  28  08,314222356,9  (京 津 皖 赣..),201
5/5/2011,2011051,01  07  11  14  15  16  14,289337386,5  (京 津 浙 鄂),65
5/3/2011,2011050,04  05  19  22  28  29  15,276013398,6  (冀 蒙 苏 浙..),141
5/1/2011,2011049,01  11  17  18  27  31  14,298097446,2  (京 渝),188
4/28/2011,2011048,10  14  18  25  26  27  15,280257800,0,65
4/26/2011,2011047,04  13  23  25  27  33  14,278338352,3  (鄂 川),78
4/24/2011,2011046,09  17  18  26  29  30  08,322849314,15  (京 津 晋 浙..),241
4/21/2011,2011045,02  16  17  20  26  32  08,296409720,13  (京 晋 苏 浙..),69
4/19/2011,2011044,03  14  16  26  27  31  09,289688506,9  (京 冀 黑 苏..),144
4/17/2011,2011043,04  13  14  17  25  31  04,358996258,75  (京 津 冀 辽..),259
4/14/2011,2011042,05  13  15  17  19  21  15,321302904,6  (沪 鲁 湘 粤..),107
4/12/2011,2011041,04  10  12  13  30  32  13,308500156,3  (京 沪 赣),93
4/10/2011,2011040,05  11  14  24  26  28  13,345011574,5  (闽 鲁),77
4/7/2011,2011039,03  07  10  16  24  29  13,311094814,6  (晋 辽 鲁 豫..),188
4/5/2011,2011038,02  14  15  19  23  24  12,289140916,3  (黑 闽 赣),92
4/3/2011,2011037,01  03  04  06  17  25  11,330231608,10  (蒙 黑 鲁 粤..),106
3/31/2011,2011036,02  11  20  22  24  31  05,315826494,5  (冀 浙 深圳 川),114
3/29/2011,2011035,13  14  18  20  27  31  02,311694488,3  (京 浙 深圳),96
3/22/2011,2011032,03  05  07  13  14  15  15,302968920,13  (晋 蒙 苏 皖..),230
3/20/2011,2011031,16  17  24  28  29  32  12,336612714,1  (鲁),52
3/17/2011,2011030,02  09  19  24  25  33  10,304099208,20  (京 晋 辽 苏..),145
3/15/2011,2011029,01  04  09  10  20  31  07,298361906,7  (京 苏 皖 闽..),98
3/13/2011,2011028,01  04  05  14  16  17  01,341754088,6  (辽 浙 粤 新),148
3/10/2011,2011027,13  18  21  22  25  26  01,304417422,5  (京 辽 鲁 深圳..),105
3/8/2011,2011026,07  08  17  19  21  26  12,301792690,10  (京 冀 沪 苏..),296
3/6/2011,2011025,08  25  26  31  32  33  09,335345846,4  (蒙 苏 皖 赣),80
3/3/2011,2011024,05  07  10  19  26  31  14,293532026,8  (京 浙 豫 贵),194
3/1/2011,2011023,02  03  06  21  22  25  05,280592202,3  (津 吉 湘),71
2/27/2011,2011022,02  07  14  16  17  21  05,317202954,9  (京 冀 沪 豫..),51
2/24/2011,2011021,01  02  14  18  25  31  08,287463484,9  (冀 晋 苏 豫..),226
2/22/2011,2011020,12  16  17  19  24  30  05,278341148,5  (冀 浙 皖 粤..),51
2/20/2011,2011019,02  04  12  19  32  33  16,309122016,3  (辽 苏 琼),51
2/17/2011,2011018,13  15  18  28  30  33  01,273159286,7  (京 津 黑 鲁..),98
2/15/2011,2011017,02  06  15  23  26  33  08,258279824,2  (京 豫),141
2/13/2011,2011016,03  04  16  17  22  29  13,282026694,5  (沪 苏 皖 甘),107
2/10/2011,2011015,03  06  13  26  27  29  07,254777566,9  (冀 吉 苏 鲁..),110
1/27/2011,2011012,07  08  11  13  15  26  13,260393668,4  (蒙 辽 黑 闽),124
1/25/2011,2011011,01  12  18  19  21  24  10,255418250,10  (黑 沪 苏 浙..),73
1/23/2011,2011010,01  04  05  09  15  19  13,286472328,9  (京 冀 黑 豫..),118
1/20/2011,2011009,17  18  23  24  25  26  04,264626108,3  (冀 浙 粤),90
1/18/2011,2011008,10  12  13  17  24  31  15,259069374,3  (蒙 苏 鄂),50
1/16/2011,2011007,01  09  17  24  26  31  05,292948810,6  (浙 皖 渝),96
1/13/2011,2011006,01  03  05  13  16  18  05,265273552,2  (浙 粤),95
1/11/2011,2011005,06  09  12  14  20  22  13,258389670,1  (冀),109
1/9/2011,2011004,04  06  08  10  13  26  05,283728968,2  (浙 湘),119
1/6/2011,2011003,13  14  21  22  23  27  04,272943652,14  (辽 吉 黑 沪..),50
1/4/2011,2011002,06  08  12  17  28  33  05,270533954,7  (京 沪 鲁 豫..),102
1/2/2011,2011001,03  09  20  24  26  32  10,290720992,9  (京 辽 浙 粤..),76
12/30/2010,2010153,03  06  12  19  30  31  13,287732956,15  (冀 晋 辽 沪..),124
12/28/2010,2010152,04  09  17  21  25  31  01,283747722,11  (冀 吉 沪 浙..),244
12/26/2010,2010151,02  13  14  17  19  26  14,315507700,6  (京 津 蒙 苏..),99
12/23/2010,2010150,02  17  18  23  29  30  06,287200078,12  (晋 辽 浙 鲁..),104
12/21/2010,2010149,02  07  08  16  25  30  09,300479738,25  (京 津 冀 晋..),210
12/19/2010,2010148,01  03  07  18  23  27  12,338741658,36  (京 冀 晋 黑..),1162
12/12/2010,2010145,03  21  24  27  28  31  08,326191770,2  (鲁 渝),71
12/9/2010,2010144,02  03  08  15  19  21  11,301323048,4  (浙 粤 深圳),77
12/7/2010,2010143,09  16  18  26  30  31  14,298251128,3  (鲁 渝 陕),54
12/5/2010,2010142,02  16  18  23  26  27  10,330364770,4  (鲁 鄂 粤 新),78
12/2/2010,2010141,02  03  07  18  23  27  06,297319014,6  (辽 黑 苏 鲁..),177
11/30/2010,2010140,01  12  13  18  26  29  15,296121968,4  (蒙 皖 闽 青),51
11/28/2010,2010139,11  13  18  20  26  31  09,319407618,4  (沪 湘 粤 陕),121
11/25/2010,2010138,01  21  23  24  26  30  05,280036566,0,34
11/23/2010,2010137,07  09  10  13  19  33  06,275941138,2  (浙 桂),89
11/21/2010,2010136,04  10  23  24  26  33  10,305525370,1  (深圳),62
11/18/2010,2010135,04  10  13  25  26  30  10,279317018,23  (京 津 辽 沪..),221
11/16/2010,2010134,09  15  16  22  27  28  06,274898772,6  (冀 辽 沪 鲁..),105
11/14/2010,2010133,03  09  17  21  26  32  01,302743538,9  (吉 黑 浙 皖..),320
11/11/2010,2010132,02  10  12  18  24  33  15,277931070,5  (京 黑 豫 鄂..),75
11/9/2010,2010131,05  06  15  16  19  26  06,275057550,12  (冀 沪 苏 浙..),185
11/7/2010,2010130,01  02  07  15  21  31  16,301606730,1  (浙),97
11/4/2010,2010129,04  08  14  25  28  32  16,263068470,0,100
11/2/2010,2010128,04  11  19  20  24  28  12,264631266,19  (津 蒙 沪 浙..),132
10/26/2010,2010125,06  07  13  23  28  29  09,266084300,5  (豫 桂 滇 陕),146
10/24/2010,2010124,02  06  08  11  12  25  02,303307488,12  (京 冀 黑 苏..),192
10/21/2010,2010123,06  12  15  18  29  32  10,278792718,13  (沪 浙 赣 鲁..),109
10/19/2010,2010122,02  09  12  16  25  27  06,270548316,4  (辽 黑 鄂 湘),113
10/17/2010,2010121,08  11  13  18  25  30  15,288389490,2  (浙),116
10/14/2010,2010120,01  02  05  06  10  29  16,260841502,3  (苏 鲁),41
10/12/2010,2010119,07  17  25  27  30  31  09,260972766,19  (京 苏 浙 鲁..),165
10/10/2010,2010118,05  08  11  13  15  25  05,278863970,14  (冀 蒙 辽 苏..),126
10/7/2010,2010117,01  08  20  22  24  28  01,232007386,9  (冀 浙 闽 赣..),92
10/5/2010,2010116,05  09  10  20  22  26  07,236885436,54  (冀 沪 鲁 豫),113
10/3/2010,2010115,01  22  24  25  29  33  15,254889502,0,55
9/30/2010,2010114,01  08  11  15  17  25  01,249642432,6  (晋 苏 浙 豫),63
9/28/2010,2010113,05  10  15  18  20  28  10,245484314,3  (粤 桂 新),256
9/26/2010,2010112,01  08  18  24  29  30  16,276435492,1  (京),124
9/23/2010,2010111,04  07  08  13  17  18  10,223004690,0,58
9/21/2010,2010110,01  03  12  24  26  27  01,230609584,13  (蒙 辽 沪 浙..),74
9/19/2010,2010109,04  15  18  25  29  32  15,270100048,10  (苏 浙 豫 贵),80
9/16/2010,2010108,02  04  08  20  23  24  07,240681452,2  (吉 粤),36
9/9/2010,2010105,01  08  09  19  21  31  11,244881210,24  (京 津 蒙 辽..),199
9/7/2010,2010104,07  17  23  24  27  32  02,248944388,11  (蒙 沪 浙 鲁..),90
9/5/2010,2010103,06  09  14  17  20  33  09,278768450,7  (黑 沪 浙 粤),81
9/2/2010,2010102,04  11  16  20  22  29  10,243505778,4  (冀 蒙 辽 鄂),61
8/31/2010,2010101,04  09  18  21  25  26  06,245688390,5  (辽 黑 浙 皖..),93
8/29/2010,2010100,01  06  12  22  23  26  08,271091664,13  (冀 蒙 辽 浙..),110
8/26/2010,2010099,03  04  17  24  27  30  06,240688192,2  (京 陕),220
8/24/2010,2010098,01  03  08  16  29  33  07,235404960,6  (辽 浙 鲁 渝..),63
8/22/2010,2010097,10  16  18  21  24  26  01,263433286,1  (深圳),61
8/19/2010,2010096,07  12  21  23  24  28  03,235984000,16  (津 辽 苏 皖..),97
8/17/2010,2010095,09  11  16  17  25  27  14,226093634,4  (晋 皖 鄂 粤),65
8/15/2010,2010094,03  05  07  27  31  32  10,250015372,10  (辽 浙 豫 粤..),63
8/12/2010,2010093,09  10  19  28  32  33  06,214376608,11  (冀 沪 苏 浙..),115
8/10/2010,2010092,03  13  19  27  28  30  02,235395046,55  (辽 黑 沪 苏..),161
8/8/2010,2010091,06  13  16  20  22  24  16,266211592,10  (津 沪 浙 闽..),77
8/5/2010,2010090,01  06  10  15  25  31  14,232731512,3  (辽 苏 豫),198
8/3/2010,2010089,07  08  09  16  23  26  01,239719796,8  (冀 沪 滇 甘),110
8/1/2010,2010088,05  06  15  23  27  30  12,264168238,14  (津 苏 浙 闽..),100
7/25/2010,2010085,01  08  12  13  24  27  08,275602494,25  (冀 辽 吉 苏..),518
7/22/2010,2010084,02  10  14  18  20  30  03,243838210,5  (辽 豫 鄂 川..),57
7/20/2010,2010083,02  20  21  22  23  31  12,239182242,3  (皖 鲁 滇),41
7/18/2010,2010082,01  08  13  14  27  31  02,266766152,7  (京 辽 浙 赣..),226
7/15/2010,2010081,02  03  09  24  26  27  05,242647146,3  (辽 琼),68
7/13/2010,2010080,08  10  13  14  16  23  16,241525992,3  (辽 粤 桂),71
7/11/2010,2010079,08  11  12  14  18  22  02,269970928,4  (津 粤 深圳 陕),112
7/8/2010,2010078,01  03  09  11  17  23  12,240635560,6  (浙 鲁 深圳 川..),119
7/6/2010,2010077,02  08  14  20  21  24  09,233330914,3  (晋 苏 鲁),48
7/4/2010,2010076,01  12  14  29  31  32  15,249655268,2  (京 渝),63
7/1/2010,2010075,05  09  12  13  15  22  14,229619238,5  (沪 浙 鲁 湘..),107
6/29/2010,2010074,02  10  17  18  19  29  15,236056644,9  (京 冀 沪 皖..),177
6/27/2010,2010073,01  16  20  23  27  31  02,263364832,3  (京 苏 豫),29
6/24/2010,2010072,06  08  22  23  30  31  01,235231488,3  (辽 浙 鄂),187
6/22/2010,2010071,05  13  14  17  20  26  01,232948886,3  (苏 浙 鄂),96
6/20/2010,2010070,08  13  23  27  31  33  07,254342696,6  (辽 皖 鄂 渝..),117
6/17/2010,2010069,12  14  20  22  24  32  11,225582108,2  (苏 皖),90
6/15/2010,2010068,03  13  18  20  23  28  13,215863382,13  (晋 蒙 黑 苏..),176
6/8/2010,2010065,02  07  08  17  30  32  12,234372332,4  (鄂 粤 贵),59
6/6/2010,2010064,08  14  25  26  30  31  11,259371022,8  (冀 辽 黑 苏..),73
6/3/2010,2010063,02  06  10  17  23  24  03,236083458,6  (冀 沪 赣 深圳..),110
6/1/2010,2010062,11  13  15  20  31  33  03,235535320,1  (浙),42
5/30/2010,2010061,02  04  16  19  22  26  12,261848018,4  (京 闽 滇),55
5/27/2010,2010060,01  08  15  18  22  27  09,239669684,5  (浙 鄂 渝 贵..),77
5/25/2010,2010059,01  09  11  12  18  30  10,232718404,3  (苏 浙 豫),51
5/23/2010,2010058,01  04  11  17  19  29  12,258079782,3  (苏 鲁),68
5/20/2010,2010057,05  11  12  19  25  32  05,241998022,18  (冀 蒙 吉 沪..),286
5/18/2010,2010056,01  02  03  08  13  32  07,243521976,5  (蒙 辽 沪 浙..),28
5/16/2010,2010055,02  03  13  19  20  23  08,265950816,10  (冀 蒙 黑 苏..),92
5/13/2010,2010054,01  06  08  12  14  25  06,240532550,6  (京 沪 苏 鄂..),76
5/11/2010,2010053,03  22  24  27  28  30  14,233188676,3  (浙 鲁 深圳),48
5/9/2010,2010052,01  02  19  23  27  29  10,254114154,4  (粤 深圳 滇),39
5/6/2010,2010051,04  17  23  27  28  32  03,229638378,9  (鲁 鄂 川 滇..),42
5/4/2010,2010050,07  21  22  26  28  30  11,217484954,2  (辽 粤),61
5/2/2010,2010049,01  06  10  26  27  28  02,238207928,2  (辽 粤),54
4/29/2010,2010048,01  06  08  10  23  33  02,227901710,3  (沪 苏 川),100
4/22/2010,2010045,02  03  04  13  20  29  01,235205392,11  (京 黑 苏 浙..),130
4/20/2010,2010044,03  09  21  23  27  31  05,237978418,15  (冀 辽 黑 沪..),125
4/18/2010,2010043,04  10  19  22  28  33  04,265889144,4  (苏 粤 渝),139
4/15/2010,2010042,03  06  11  20  31  32  10,231323160,7  (冀 辽 沪 浙..),92
4/13/2010,2010041,03  05  13  19  25  29  12,232591320,6  (闽 鲁 鄂 粤..),170
4/11/2010,2010040,12  19  24  25  30  32  11,257165686,5  (冀 沪 豫 鄂..),73
4/8/2010,2010039,08  17  21  23  25  32  12,226833664,1  (苏),49
4/6/2010,2010038,01  06  07  11  13  16  01,226161590,9  (沪 鲁 豫 粤..),47
4/4/2010,2010037,03  16  19  21  24  26  06,247240280,1  (渝),35
4/1/2010,2010036,06  13  14  28  29  30  08,229557916,10  (津 冀 辽 沪..),157
3/30/2010,2010035,09  10  11  18  19  21  10,228911294,10  (辽 黑 苏 鲁..),78
3/28/2010,2010034,06  11  13  22  25  32  12,252670562,3  (冀 赣 陕),106
3/25/2010,2010033,08  10  11  12  25  29  09,224347302,14  (辽 黑 苏 浙..),85
3/23/2010,2010032,08  18  21  28  29  33  08,236489598,35  (晋 蒙 辽 黑..),193
3/21/2010,2010031,05  07  13  24  25  28  04,267151062,12  (京 晋 沪 苏..),202
3/18/2010,2010030,03  06  10  16  25  31  05,239533728,4  (京 苏 闽 粤),114
3/16/2010,2010029,01  05  14  16  17  22  03,236373590,8  (京 冀 黑 闽..),57
3/14/2010,2010028,01  03  06  12  16  32  12,256691698,2  (闽 滇),149
3/7/2010,2010025,04  05  07  10  13  25  11,248648212,7  (冀 蒙 苏 赣..),107
3/4/2010,2010024,07  16  26  27  29  31  14,224928938,4  (辽 赣 桂),58
3/2/2010,2010023,02  09  11  22  24  27  11,220109148,7  (沪 浙 鄂),67
2/28/2010,2010022,01  02  18  29  31  32  02,245991044,4  (晋 豫 粤),76
2/25/2010,2010021,02  09  16  17  19  25  04,217152080,5  (津 黑 沪 苏..),81
2/23/2010,2010020,05  06  14  22  24  26  09,215066270,20  (京 皖 鲁 湘..),40
2/21/2010,2010019,02  10  22  24  26  27  06,234815252,2  (京 赣),68
2/11/2010,2010018,11  28  29  30  32  33  02,229188092,3  (吉 粤 陕),88
2/9/2010,2010017,01  03  06  11  12  23  11,221450104,9  (冀 黑 浙 闽..),52
2/7/2010,2010016,02  08  10  12  30  33  16,254137478,8  (辽 苏 豫 川),83
2/4/2010,2010015,01  04  16  21  23  28  06,228269280,0,77
2/2/2010,2010014,01  03  07  14  26  28  02,225210868,3  (沪 浙 粤),86
1/31/2010,2010013,01  02  03  16  18  23  12,263984534,25  (沪 苏 皖 闽..),171
1/28/2010,2010012,02  08  13  14  25  33  10,242397004,11  (京 沪 赣 豫..),129
1/26/2010,2010011,07  08  14  22  24  30  07,241790928,2  (浙 湘),53
1/24/2010,2010010,07  08  12  15  22  26  08,268314736,19  (京 冀 蒙 辽..),119
1/21/2010,2010009,01  09  13  21  24  32  06,243000026,10  (吉 沪 闽 鲁..),109
1/19/2010,2010008,05  07  13  15  18  30  14,244041538,3  (京 赣 滇),61
1/12/2010,2010005,03  05  06  08  17  18  14,239722776,7  (辽 吉 沪 粤..),105
1/10/2010,2010004,01  12  13  16  23  28  07,262213890,4  (沪 粤),53
1/7/2010,2010003,14  22  26  27  28  31  04,236297494,3  (赣 湘 琼),66
